No,Word,Frequency
7084,pedes2nya,1
7085,"15,",1
7086,whiteboard,1
7087,"melengkung,",1
7088,alumunium,1
7089,skrup,1
7090,"hilang,",1
7091,patah2,1
7092,nekas,1
7093,pefia,1
7094,reviwe,1
7095,"hadeeehhh,",1
7096,abal2lama,1
7097,"apapun,",1
7098,20ribu,1
7099,diiklasin,1
7100,plajaran,1
7101,"ditanya,",1
7102,jam),1
7103,(cat,1
7104,siang),1
7105,buru-buru,1
7106,diterima/dipakai,1
7107,bingung??,1
7108,kalkulator,1
7109,lamaaaa!!!,1
7110,penipuan!,1
7111,"f4,",1
7112,kertas2,1
7113,"blade,",1
7114,blade,1
7115,guntingnya,1
7116,lagi-lagi,1
7117,meleset,1
7118,"laminasi,",1
7119,"buram,",1
7120,prosesur,1
7121,rabunya,1
7122,cancelin,1
7123,audit,1
7124,"lama,ketika",1
7125,"komplain,pelayanan",1
7126,"buruk,admin",1
7127,chatting,1
7128,kemungkinn,1
7129,aman/seadanya,1
7130,himbauan,1
7131,"kresek,",1
7132,debuan,1
7133,pedagang,1
7134,"emperan,",1
7135,"rendah,,,",1
7136,ya:,1
7137,"diberikan,",1
7138,"6000,",1
7139,shieldnya,1
7140,lecetnya,1
7141,goggle,1
7142,osbe,1
7143,kacanya,1
7144,ceknya,1
7145,direspon2,1
7146,terpaku,1
7147,empatinya,1
7148,selebriti,1
7149,instagram,1
7150,ditanganin,1
7151,sejujurnya,1
7152,seiprit,1
7153,helem,1
7154,dibalur,1
7155,"helem,",1
7156,hasilnya3,1
7157,lagiberembun,1
7158,lagigak,1
7159,"benyek,",1
7160,3mnya,1
7161,revan,1
7162,"nipu,",1
7163,aplikasikan,1
7164,baranh,1
7165,mengkilap,1
7166,porstex,1
7167,disayankan,1
7168,dicampur,1
7169,ajeee!,1
7170,bekas??,1
7171,pengirimannyamasak,1
7172,latex,1
7173,????????????????????????????????????????????????????????????,1
7174,penggantian,1
7175,ditindak,1
7176,"lanjuti,",1
7177,jeli,1
7178,enakkaya,1
7179,"kadaluarsa,",1
7180,harismua,1
7181,komplainhadehmalah,1
7182,deskripsi!!!,1
7183,60x90,1
7184,sunat,1
7185,amplop,1
7186,kondangan,1
7187,najong,1
7188,18kg,1
7189,"donat,",1
7190,mencret,1
7191,tambal,1
7192,disinfectant,1
7193,ragu!!,1
7194,"liter,",1
7195,balesan,1
7196,"cargo,",1
7197,markup,1
7198,"6,4kg",1
7199,"2,2kg",1
7200,"(kecil,",1
7201,ringan),1
7202,6kg,1
7203,keong,1
7204,"kecil2,",1
7205,2500,1
7206,toop,1
7207,burung,1
7208,jantan,1
7209,urine,1
7210,adult,1
7211,"kitten,",1
7212,penyokdiretur,1
7213,mahalan,1
7214,cangkan,1
7215,returhati,1
7216,adasdh,1
7217,semuanyaaa,1
7218,"wkwkk,",1
7219,setelan,1
7220,artemia,1
7221,pelet,1
7222,maxi,1
7223,rupiahan,1
7224,rupiahnya,1
7225,kewajiban,1
7226,dipesanan,1
7227,"tuna,",1
7228,mar,1
7229,diketerangan,1
7230,dikrm2,1
7231,eksp,1
7232,berceceran,1
7233,4n,1
7234,bawanya,1
7235,silet/cutter,1
7236,sobekannya,1
7237,posisikan,1
7238,(3,1
7239,kelewatan,1
7240,"cacat,seperti",1
7241,"nyobek,lain",1
7242,"doank,itu",1
7243,didelivery,1
7244,"twinpack,",1
7245,2020?,1
7246,official',1
7247,"barcode,",1
7248,"itemnya,",1
7249,berbarengan,1
7250,"nov,",1
7251,05,1
7252,dec,1
7253,ekspedisinya,1
7254,berani,1
7255,disini??melulu,1
7256,30pcs,1
7257,29pcs,1
7258,4!!!,1
7259,"ditolak,",1
7260,salenya,1
7261,mean,1
7262,"ternyata,",1
7263,sanitizer,1
7264,jeda,1
7265,brand????,1
7266,48pcs,1
7267,"recomanded,",1
7268,mempermainkan,1
7269,monopoli,1
7270,official),1
7271,l'oreal,1
7272,serioxyl,1
7273,ajaini,1
7274,rugikan,1
7275,mask,1
7276,serie,1
7277,"expert,",1
7278,ketombean,1
7279,"gratisan,",1
7280,yidak,1
7281,kah,1
7282,"resmi,",1
7283,pahalanya,1
7284,balik??????,1
7285,1?tolong,1
7286,catatan:,1
7287,penting:,1
7288,hadiah/promo,1
7289,oficial,1
7290,"meninjau,",1
7291,menjebak,1
7292,saya??,1
7293,stengah,1
7294,hancurrr,1
7295,ssmoga,1
7296,metode,1
7297,prnggantian,1
7298,"jwb,",1
7299,"pengirim,",1
7300,insurance,1
7301,"abaikan,",1
7302,perushaan,1
7303,sebutkan,1
7304,12jam,1
7305,mentang mentang,1
7306,ngepasin,1
7307,ket,1
7308,uniknya,1
7309,"aq,",1
7310,berstatus,1
7311,chatt,1
7312,proferionalorder,1
7313,baikparkiran,1
7314,pembelikapok,1
7315,"ah,",1
7316,lagisemoga,1
7317,"santun,",1
7318,"msalah,",1
7319,emosional,1
7320,hina,1
7321,"x,",1
7322,jumbo,1
7323,"mas,",1
7324,informasiin,1
7325,udel,1
7326,balik2in,1
7327,yakhan,1
7328,tapi ,1
7329,jlalasin,1
7330,depan ,1
7331,blajarlah,1
7332,lilunnya,1
7333,buanged,1
7334,pekejing,1
7335,65,1
7336,"95,",1
7337,dibalik,1
7338,sumbunya,1
7339,kacaufatal,1
7340,goldnya,1
7341,tdksesuai,1
7342,chipnya,1
7343,lebarr,1
7344,requestnya,1
7345,"patah,1",1
7346,berbededa,1
7347,do,1
7348,diphoto,1
7349,penjepit,1
7350,10x,1
7351,"36rb,",1
7352,vga,1
7353,yaa?,1
7354,ngepres,1
7355,esoknya,1
7356,kecoa,1
7357,penampilan,1
7358,itung2amal,1
7359,"aza,",1
7360,15k,1
7361,balikkin,1
7362,baik!!,1
7363,disini!!,1
7364,mampat,1
7365,dibersihkansepertinya,1
7366,"butek,",1
7367,ditingkat,1
7368,tembok,1
7369,"lama,tembok",1
7370,"label,",1
7371,memuaskan!,1
7372,56,1
7373,54,1
7374,"pcs,,kwalitas",1
7375,ketelabalan,1
7376,setebal,1
7377,"rata,",1
7378,bagusplastik,1
7379,foam,1
7380,"foam,",1
7381,bayarkan,1
7382,metalik,1
7383,metalic,1
7384,2-3x,1
7385,mampat ,1
7386,mints,1
7387,"nota,",1
7388,iyakan,1
7389,pengisian,1
7390,pemakaiqnnya,1
7391,5yg,1
7392,charger3,1
7393,adajadi,1
7394,gimana?,1
7395,gambarsemprotannya,1
7396,pistol,1
7397,mahal�,1
7398,15mnt,1
7399,kebanting,1
7400,ultra,1
7401,boost,1
7402,ampelas,1
7403,retakan,1
7404,tekanan/pressurehasilnya,1
7405,besarlebih,1
7406,eksistingnya,1
7407,"rainfall,",1
7408,"jetting,",1
7409,massage),1
7410,rainfall,1
7411,daerahjangan,1
7412,boskuke,1
7413,pelosok2,1
7414,masukkarna,1
7415,aica,1
7416,"gerinda,",1
7417,"dibaca,",1
7418,aja),1
7419,gerinda,1
7420,tenggorokan,1
7421,"loe,nyesel",1
7422,"sekedarnya,",1
7423,"diangkat,",1
7424,beginigak2,1
7425,bkl_an,1
7426,gakmending,1
7427,siy,1
7428,retursaya,1
7429,selesai ,1
7430,"bekas,tipis",1
7431,rusak(17),1
7432,bagusnya(8)??????,1
7433,lg???,1
7434,alangkah,1
7435,"lembar,",1
7436,linting,1
7437,"patah/rusak,",1
7438,sesuaibukan,1
7439,(gk,1
7440,jelas),1
7441,kuas,1
7442,shoes,1
7443,"tumpah,,",1
7444,dijualnya,1
7445,pantas ,1
7446,tt,1
7447,bublenya,1
7448,koran,1
7449,+buble,1
7450,bublenyauntung,1
7451,pecahmau,1
7452,2rb,1
7453,bubel,1
7454,"kasih,,,",1
7455,pipetnya,1
7456,lamaaaa,1
7457,hari ,1
7458,preorder,1
7459,nut,1
7460,slider,1
7461,2?,1
7462,dimiringin,1
7463,"padet,",1
7464,jarumnya,1
7465,pegangannya,1
7466,merepotkaan,1
7467,membuta,1
7468,"rusak,jarumnya",1
7469,terlempar,1
7470,tag,1
7471,kretas,1
7472,exhibition,1
7473,"pak,",1
7474,"custard,",1
7475,poundcake,1
7476,notrecomedet,1
7477,memvideo,1
7478,raket,1
7479,besiny,1
7480,sleeping,1
7481,banget??,1
7482,keliru,1
7483,maklumi,1
7484,sizeminta,1
7485,kuruan,1
7486,gmn?,1
7487,lepasan,1
7488,ukuran/pengait,1
7489,"sebelah,",1
7490,"seken,",1
7491,speeds,1
7492,sepele,1
7493,kejadiannya?,1
7494,kehilangan,1
7495,"sampingnya,",1
7496,bulatan,1
7497,disekrup,1
7498,disalah,1
7499,pendeknya,1
7500,parts,1
7501,dicomplain,1
7502,coperative,1
7503,knop,1
7504,solusinya?,1
7505,ab,1
7506,wheel,1
7507,"kainnya,",1
7508,pengerasnya,1
7509,dikirim?,1
7510,pembatalan!,1
7511,"ready,wktu",1
7512,warana,1
7513,birutp,1
7514,hitam??,1
7515,usang,1
7516,geriginya,1
7517,bendonya,1
7518,kerjar,1
7519,"disarankan,",1
7520,"pakainya,",1
7521,",disertakan",1
7522,direspons,1
7523,moka,1
7524,cashlez,1
7525,1500mah,1
7526,dioda,1
7527,5v,1
7528,inputoverall,1
7529,returthanks,1
7530,"backlight,",1
7531,"biaya,",1
7532,biikin,1
7533,wtnya,1
7534,katany,1
7535,"1km,",1
7536,meter,1
7537,gangguan,1
7538,sikapnya,1
7539,slow-slow,1
7540,utamain,1
7541,keuntungan,1
7542,"semata,",1
7543,"gacha,",1
7544,"awal,",1
7545,adasama,1
7546,rusakkan,1
7547,pcsin,1
7548,pcslain,1
7549,bacakan,1
7550,mencerminkan,1
7551,"dipesan,",1
7552,sayabahan,1
7553,tipiscuma,1
7554,biasajauh,1
7555,realnyapknya,1
7556,"cocok,",1
7557,yutube,1
7558,tutorial,1
7559,"ongkos,",1
7560,fotogak,1
7561,fict,1
7562,sayasablon,1
7563,"kotak-kotak,",1
7564,polosan,1
7565,sesuain,1
7566,perempuankecewagk,1
7567,sesuai????,1
7568,7-13,1
7569,"tahun,",1
7570,"78,",1
7571,leggingnya,1
7572,"lama,proses",1
7573,recomended!,1
7574,yaudalah,1
7575,"pesanan,saya",1
7576,stitch,1
7577,minnie,1
7578,minion,1
7579,duanya????,1
7580,smapai,1
7581,sesuaiorder,1
7582,"�kombinasi�,",1
7583,keorang,1
7584,"resi,",1
7585,gabung,1
7586,tasbih,1
7587,"datang,,",1
7588,pashminanya,1
7589,"ada,,udh",1
7590,"saja,,smoga",1
7591,"berkah,,besok",1
7592,"warna,tanpa",1
7593,besinyacm,1
7594,bijaklah,1
7595,berdagang,1
7596,dikenal,1
7597,masyarakat,1
7598,luas,1
7599,calo,1
7600,laindi,1
7601,realme,1
7602,"konek,",1
7603,dipahami,1
7604,coba coba,1
7605,setlh,1
7606,diklik,1
7607,kepaksa,1
7608,diedit,1
7609,6x,1
7610,tindakan,1
7611,pengurusan,1
7612,28/10,1
7613,"goresan,",1
7614,bergelombang,1
7615,malang,1
7616,"kok,",1
7617,iklankan,1
7618,bekashabis,1
7619,kayunya,1
7620,patah!!!,1
7621,berlepotan,1
7622,nada,1
7623,hilangdi,1
7624,diinginkanpecah,1
7625,"nyampe,,,",1
7626,pedati,1
7627,uruskan,1
7628,"cape,",1
7629,"urusinnya,,,,nggk",1
7630,ranah,1
7631,tiruan,1
7632,taffware,1
7633,taffstudio,1
7634,v8,1
7635,clip,1
7636,suondcard,1
7637,microfonnya,1
7638,nging,1
7639,"pakai,,,",1
7640,colokin,1
7641,hedphone,1
7642,vention,1
7643,64gb,1
7644,"8gb,,,",1
7645,"cek,,",1
7646,dweh,1
7647,"segelan,",1
7648,busam,1
7649,browser,1
7650,64,1
7651,"mb,",1
7652,war,1
7653,nintendo,1
7654,teroyak,1
7655,oyak,1
7656,setingan,1
7657,berfungsitapi,1
7658,beresolusi,1
7659,fhd,1
7660,pecah�,1
7661,2besok2,1
7662,benahicuma,1
7663,seadanyabolong,1
7664,"analog,",1
7665,dilayani,1
7666,"analognya,",1
7667,serong,1
7668,pajangan,1
7669,"edit,",1
7670,"sekalii,,",1
7671,responn,1
7672,deadzone,1
7673,ppsspp,1
7674,kananny,1
7675,sendiri?,1
7676,videony,1
7677,menjalankan,1
7678,memikir,1
7679,demending,1
7680,seratus,1
7681,"jangan,",1
7682,dikaretin,1
7683,analoq,1
7684,drift,1
7685,ps3,1
7686,tampilkab,1
7687,hdmilampu,1
7688,kedip,1
7689,tiba-,1
7690,kirimbarang,1
7691,kirimpower,1
7692,asapuntung,1
7693,kapasitor,1
7694,"std,",1
7695,pembuatan,1
7696,"gagal,",1
7697,ketilitian,1
7698,cabutan,1
7699,"missing/hilang,",1
7700,(50:50,1
7701,donk),1
7702,"ada,,,,",1
7703,ide,1
7704,"stabil,?",1
7705,kadarnya,1
7706,wii,1
7707,500game,1
7708,60gb,1
7709,semua??baru,1
7710,nih?,1
7711,"return,",1
7712,harian,1
7713,keok,1
7714,gamesir,1
7715,mencoba,1
7716,2b,1
7717,"saya,dan",1
7718,iklaskan,1
7719,duamya,1
7720,kepencet,1
7721,paketany,1
7722,ru,1
7723,rusakdiorder,1
7724,ke-2x,1
7725,natolong,1
7726,stiknya,1
7727,dikirimterimakasih,1
7728,sekaliseperti,1
7729,"petunjuk,",1
7730,ajamati,1
7731,"berhari2,",1
7732,diajak,1
7733,repair,1
7734,seksama,1
7735,sticknya,1
7736,pp,1
7737,miris,1
7738,exited,1
7739,negativemood,1
7740,perangkat,1
7741,"putus,",1
7742,minim,1
7743,soak,1
7744,"disconnect,",1
7745,autocatch,1
7746,"(kw),tidak",1
7747,baikdikirim,1
7748,pgp,1
7749,lenovo,1
7750,advancuma,1
7751,bangkaiafter,1
7752,"buruk,respon",1
7753,kurangno,1
7754,"jepang,",1
7755,"dijelaskan,",1
7756,kekurangan2,1
7757,8gb,1
7758,r4,1
7759,disangka,1
7760,"rusak,,,",1
7761,protes,1
7762,"pun,tapi",1
7763,ricek,1
7764,"gini,yang",1
7765,jauh/,1
7766,dibetulin,1
7767,ditelepon,1
7768,bergetar,1
7769,henti,1
7770,ksongberarti,1
7771,dulu??,1
7772,cerahdtg,1
7773,gelaplayar,1
7774,lcet�mna,1
7775,ultahank,1
7776,mendukung,1
7777,eetau,1
7778,menghilang,1
7779,susut,1
7780,"changer,",1
7781,sentuhan,1
7782,paperlike,1
7783,sebatas,1
7784,"memperbaikinya,",1
7785,"center,",1
7786,"batch,",1
7787,diratain,1
7788,dulu ,1
7789,touchscreenya,1
7790,rusak/damage,1
7791,disini??,1
7792,powerbanknya,1
7793,unreliable,1
7794,"69rb,",1
7795,ringan�,1
7796,disambungkan,1
7797,tercharge,1
7798,gbr/deskripsi,1
7799,jujur&pengiriman,1
7800,marhaba/,1
7801,seumur2,1
7802,ketekan,1
7803,muncul?,1
7804,factorynya,1
7805,masa?,1
7806,kunjung,1
7807,harinya??,1
7808,kayanyaa�,1
7809,20%,1
7810,bohongi,1
7811,dech????,1
7812,sedekah,1
7813,menelepon,1
7814,diantarkan,1
7815,dititipkan,1
7816,socket,1
7817,nymbung,1
7818,diterimapadahal,1
7819,"telinga,",1
7820,"org,,hasilx",1
7821,dengarx,1
7822,tersegel),1
7823,tercantum,1
7824,"dateng,baru",1
7825,"kanan,udah",1
7826,sein,1
7827,"instruksi,",1
7828,logika,1
7829,glossy,1
7830,bikina,1
7831,"dasbord,lemnya",1
7832,diservis,1
7833,dashboard,1
7834,konstruksinya,1
7835,"sebentar,",1
7836,materialnya,1
7837,(retak,1
7838,shadow),1
7839,pendataan,1
7840,cermat,1
7841,diangkat,1
7842,/lepas,1
7843,brushnya,1
7844,mencemplung,1
7845,"itemmm,",1
7846,"hmmmmm,",1
7847,mepet,1
7848,(jarak,1
7849,expired),1
7850,10gr,1
7851,8gr,1
7852,"original,,",1
7853,cantum,1
7854,jahitan/lemnya,1
7855,"menurun,",1
7856,"mangap,",1
7857,rawan,1
7858,jerawatan,1
7859,dibedakan,1
7860,higenitas,1
7861,dikirimmakan,1
7862,"sebelumnya,,gak",1
7863,"kenapa,,kalau",1
7864,coffeenya,1
7865,higienis,1
7866,steril,1
7867,kemasannyaa,1
7868,higienisnya,1
7869,pandemic,1
7870,australia,1
7871,kalbekemasan,1
7872,misleadinggak,1
7873,330rb,1
7874,350rb,1
7875,150pcsgak,1
7876,hebatnya,1
7877,mengaku,1
7878,"berdebu,",1
7879,mengirim2kan,1
7880,"profesional,",1
7881,"tahu,",1
7882,berbelit2,1
7883,dipertimbangkan,1
7884,pekerjanya,1
7885,"notes,",1
7886,solatip/lakban,1
7887,nempel2,1
7888,selotipnya,1
7889,nyemprot,1
7890,costumerlah,1
7891,"import,",1
7892,menawari,1
7893,roboh,1
7894,perasan,1
7895,embernya,1
7896,wrapping,1
7897,gesek,1
7898,kendur,1
7899,"memory,",1
7900,"batre,",1
7901,indikatornya,1
7902,percikan,1
7903,"2022,",1
7904,mematikan,1
7905,pembersihannya,1
7906,(kedua,1
7907,kali),1
7908,mist,1
7909,proffesional,1
7910,"penggantian,",1
7911,"bolong,",1
7912,warpnya,1
7913,diperuntukan,1
7914,"lemas,",1
7915,terseret,1
7916,beratnggung,1
7917,pesankan,1
7918,tebalan,1
7919,bubble/dus,1
7920,engineering,1
7921,betulkan,1
7922,properly,1
7923,sent,1
7924,"packages,and",1
7925,sure,1
7926,"dibuat,",1
7927,susun,1
7928,3-6,1
7929,lemarinya,1
7930,"kuranganya,",1
7931,berudi,1
7932,tabel,1
7933,aksesori,1
7934,merek;,1
7935,lembaga,1
7936,perlindungan,1
7937,"baris,,sisanya,",1
7938,"utuh,,",1
7939,"tetima,,",1
7940,bonyok,1
7941,gesekan,1
7942,press,1
7943,resin,1
7944,resinnya,1
7945,controlnya,1
7946,40%,1
7947,"dipercaya,",1
7948,30%,1
7949,menumpuk,1
7950,sepatubingung,1
7951,merakitnyaplastiknya,1
7952,meleyotsangat,1
7953,duga,1
7954,urutan,1
7955,"4,9",1
7956,tipis(tidak,1
7957,perkiraan,1
7958,saja),1
7959,wouldn�t,1
7960,y�all,1
7961,lampun,1
7962,kasih????,1
7963,rumputnya,1
7964,bilah,1
7965,celah,1
7966,guntingan,1
7967,gambarbukan,1
7968,semuadi,1
7969,stenless/besi,1
7970,pengepakannya,1
7971,saveti,1
7972,(pecah,1
7973,retak),1
7974,cacat/bolong,1
7975,pabriknya,1
7976,bantingan/benturan,1
7977,6lonjor,1
7978,elextrolux,1
7979,bhanya,1
7980,cacatbengkok,1
7981,cedok,1
7982,ditekukakhirnya,1
7983,dalamsecara,1
7984,keranjangnya,1
7985,(sobek,1
7986,jaringnya),1
7987,penyangganya,1
7988,bersangkutan,1
7989,"gompal-gompal,",1
7990,yaorder,1
7991,kamisbr,1
7992,seninitupun,1
7993,dikirimalhasil,1
7994,kejutantolong,1
7995,kinerjanya,1
7996,menukarkannya?,1
7997,menginginkannya,1
7998,sih?,1
7999,terimakasihnya,1
8000,disecarik,1
8001,dijilid,1
8002,bertahap,1
8003,kirimbuang,1
8004,berhari2,1
8005,fotokopi,1
8006,bolak-balikin,1
8007,komiknya,1
8008,"kertasnya,",1
8009,makassar,1
8010,unpack,1
8011,kopian,1
8012,sobeknya,1
8013,unduh,1
8014,duplikasi,1
8015,rp25000,1
8016,diteruska,1
8017,bagaimana?,1
8018,bobrok,1
8019,kompak,1
8020,kecewakan,1
8021,dilokasi,1
8022,pencetannya,1
8023,tkt,1
8024,aluas,1
8025,stretch,1
8026,penutupnya,1
8027,dibenarkan,1
8028,"ketutup,",1
8029,dipisahin,1
8030,bodynya,1
8031,"pesan,otomatis",1
8032,spos,1
8033,gimana?kok,1
8034,lengket?saya,1
8035,saus,1
8036,lengketjangan,1
8037,inilapor,1
8038,penyokkkkkga,1
8039,record,1
8040,"wrap,kardus",1
8041,utuhtp,1
8042,penyokartinya,1
8043,dikirimlokasi,1
8044,"cepat,sy",1
8045,join,1
8046,2015,1
8047,blja,1
8048,3-4x,1
8049,bedakan,1
8050,cacatsy,1
8051,unboxingnyatp,1
8052,foto&,1
8053,"complain,dan",1
8054,"thn,jd",1
8055,sudahlahtp,1
8056,ekspedisilbh,1
8057,"gudang,brg",1
8058,dikembalikanjd,1
8059,muchdpt,1
8060,"cacat,terima",1
8061,resikops:spt,1
8062,kamikenyataan,1
8063,cacatbintang,1
8064,"1,untk",1
8065,"penyelesaian,",1
8066,keluhkan,1
8067,"bertele2,",1
8068,"kacanya,",1
8069,dipasang!,1
8070,mindahin,1
8071,"seret,",1
8072,beratnot,1
8073,kgmungkin,1
8074,kempot,1
8075,pabrikan,1
8076,",kecil",1
8077,kesepakatan,1
8078,keaadaan,1
8079,heating,1
8080,element,1
8081,cookernya,1
8082,terussetrikanya,1
8083,tipiss,1
8084,selapiskualitas,1
8085,strikanya,1
8086,"menurutku,",1
8087,setrikanya,1
8088,pengikat,1
8089,house,1
8090,cartridge,1
8091,mendung,1
8092,"kecil,tp",1
8093,hidupkan,1
8094,(setara,1
8095,dijual),1
8096,20-30,1
8097,meledak,1
8098,samsung:,1
8099,(suara,1
8100,bicara),1
8101,pengguanan,1
8102,macbook:,1
8103,terputus,1
8104,"koneksinya),",1
8105,temen-temen,1
8106,tws,1
8107,koneksinya,1
8108,h+2,1
8109,h+4,1
8110,(printer),1
8111,"toko,kalau",1
8112,untuk ,1
8113,(pdhal,1
8114,fisik),1
8115,"kemeja,",1
8116,"dijahit,",1
8117,"berikutnya,",1
8118,mengulangi,1
8119,perhatiannya,1
8120,?!!,1
8121,kerutan�,1
8122,"bajunya,",1
8123,"mubazir,",1
8124,tai,1
8125,maron,1
8126,pusiiing,1
8127,putarannya,1
8128,los,1
8129,"terpakai,",1
8130,oketp,1
8131,"penjual,,,",1
8132,seandainya,1
8133,katupnya,1
8134,pengatur,1
8135,frame,1
8136,ngakbseperti,1
8137,"bentuknya,",1
8138,"berdalih,",1
8139,menyetujui,1
8140,persetujuan,1
8141,apek?,1
8142,plastik?????,1
8143,abu�,1
8144,sepupu,1
8145,pesanansy,1
8146,"bos,,semoga",1
8147,kiri-kanan,1
8148,pangkat,1
8149,"simetris/miring,",1
8150,pesanannya?,1
8151,enak?,1
8152,layak/tidakpesanan,1
8153,sendal,1
8154,"44,",1
8155,"pakai,bagaimna?",1
8156,seragam,1
8157,pgri,1
8158,pria,1
8159,yellowyg,1
8160,graay,1
8161,hmmm,1
8162,"-1,",1
8163,berkeringat,1
8164,disiram,1
8165,sutra,1
8166,jpgoy,1
8167,bingitmaaf,1
8168,tipiiis,1
8169,"ke2,",1
8170,"army,",1
8171,"grey,",1
8172,pilihnya,1
8173,"size,",1
8174,barangnha,1
8175,karet2,1
8176,begitu?,1
8177,warung,1
8178,notice,1
8179,grab/gojek,1
8180,diiyakan,1
8181,pending,1
8182,terjaga,1
8183,bacaan,1
8184,titipkan,1
8185,pula??,1
8186,",grey",1
8187,"3,pink",1
8188,"nipu,barang",1
8189,"recomended,barang",1
8190,jelekdikirim,1
8191,jgsudah,1
8192,"dl,kynya",1
8193,"ready,di",1
8194,born,1
8195,jelasgx,1
8196,"pokoknya,mending",1
8197,cristiano,1
8198,ronaldo,1
8199,lainitu,1
8200,"pemesanan,tp",1
8201,gbar,1
8202,soundcard,1
8203,"berfungsi,tapi",1
8204,berkali�,1
8205,"amanah,transaksi",1
8206,jualbeli,1
8207,sah,1
8208,sama�,1
8209,menguntungkansaya,1
8210,"ikhlas,gak",1
8211,ngunci,1
8212,boom,1
8213,pakenya,1
8214,ngelock,1
8215,ngegrip,1
8216,ori?,1
8217,serulingnya,1
8218,kw?,1
8219,parasutnya,1
8220,perjelas,1
8221,lini,1
8222,aftersalesnya,1
8223,30cm,1
8224,2m,1
8225,berbesa,1
8226,tiba tiba,1
8227,respon),1
8228,sustain,1
8229,"keyboard,",1
8230,8x,1
8231,kerekam,1
8232,hubungkan,1
8233,sama ,1
8234,diperiksa,1
8235,bisadi,1
8236,pungsikan,1
8237,kelubang,1
8238,kemeresek,1
8239,disin,1
8240,ampuuuunnn,1
8241,dibngkus,1
8242,diperumahan,1
8243,ditaruh,1
8244,(khusus,1
8245,seperumahan)mikir2,1
8246,balas???,1
8247,beberapa ,1
8248,beruntusan,1
8249,"ekspedisi,",1
8250,returan,1
8251,gaes!,1
8252,amanah!,1
8253,offical,1
8254,koyak,1
8255,ajaharga,1
8256,adauda,1
8257,trik,1
8258,mengakui,1
8259,salahpas,1
8260,screenshot,1
8261,penawaran,1
8262,paksa,1
8263,ektra,1
8264,menghapu,1
8265,infodan,1
8266,iniudah,1
8267,beberp,1
8268,sesuaimending,1
8269,ecommerce,1
8270,lainburuk,1
8271,"hati2,",1
8272,mooimom?,1
8273,paraahh,1
8274,cust,1
8275,kotakya,1
8276,kado??????,1
8277,titik,1
8278,hood,1
8279,deskrepsikan,1
8280,"adanya,",1
8281,produck,1
8282,persulitnyesel,1
8283,holdernya,1
8284,dimepetin,1
8285,terbangnya,1
8286,"miring,",1
8287,jungkir,1
8288,baling-baling,1
8289,"lambat,order",1
8290,aduuuuh,1
8291,"misleading,",1
8292,right,1
8293,"rambut,",1
8294,akrilik,1
8295,rupa5,1
8296,it's,1
8297,afterall,1
8298,"gel,",1
8299,"hekter,",1
8300,udar,1
8301,masuksudah,1
8302,"email,",1
8303,videonya,1
8304,direspondan,1
8305,lengkap(padahal,1
8306,free),1
8307,prinsip,1
8308,feeling,1
8309,penghubung,1
8310,dicantolin,1
8311,biaa,1
8312,penopang,1
8313,totally,1
8314,hitung2,1
8315,"finishing,",1
8316,berlebih,1
8317,amplas,1
8318,dikelupas,1
8319,original/bawaan,1
8320,diputar2,1
8321,"panjang,padahal",1
8322,"saja,sehingga",1
8323,pemberat,1
8324,"patah,emang",1
8325,(salah,1
8326,warna),1
8327,"penjualnya,",1
8328,dkasi,1
8329,deadcat,1
8330,indoor,1
8331,compatible,1
8332,iron,1
8333,miniboxnya,1
8334,usbnya,1
8335,"hp,",1
8336,your,1
8337,information,1
8338,ekspedi,1
8339,didalemnya,1
8340,tinggi2,1
8341,sakittt,1
8342,lepasnya,1
8343,"kota,",1
8344,"air,",1
8345,diunboxing,1
8346,sebrapa,1
8347,negativege,1
8348,ngejamin,1
8349,trust,1
8350,hilang/tidak,1
8351,kontak,1
8352,"cs,",1
8353,rekannya,1
8354,rugi2,1
8355,noted,1
8356,sopirnya,1
8357,patahin,1
8358,#pdhal,1
8359,#lain,1
8360,"bagian,",1
8361,"bagus,untuk",1
8362,"banget,bsa",1
8363,"layak,dan",1
8364,"nya,kayak",1
8365,seada-adanya,1
8366,diindahkan,1
8367,ngiket,1
8368,kekencengan,1
8369,"safety,",1
8370,kegunting,1
8371,jedai,1
8372,"bagus,,,",1
8373,menyebalkan ,1
8374,"doang,,,",1
8375,"sebenarnya,",1
8376,alisnya,1
8377,"patah2,",1
8378,"tukarkan,",1
8379,"apes,",1
8380,retur2,1
8381,marketnya,1
8382,besar ,1
8383,stdknya,1
8384,ikhlaskan,1
8385,godly,1
8386,lovely,1
8387,ptodak,1
8388,kelupas,1
8389,revlon,1
8390,sklian,1
8391,"makan,",1
8392,"menjelekan,",1
8393,melayang,1
8394,aaaa,1
8395,tadi ,1
8396,"dicoba,,",1
8397,rp0,1
8398,senengggbangett,1
8399,"boss,",1
8400,lancarr,1
8401,rezekinyasmngttt,1
8402,buwaguusss,1
8403,puting,1
8404,beliung,1
8405,ademmmm,1
8406,benerrr,1
8407,dikonsultasikan,1
8408,mengemas,1
8409,"bos,",1
8410,"sukses,",1
8411,sejahtera,1
8412,"samsung,",1
8413,keping,1
8414,"ddr3,",1
8415,uhuuy,1
8416,gilapengiriman,1
8417,bangetdr,1
8418,surabaya,1
8419,"bogor,fast",1
8420,"respont,barang",1
8421,"ok,sesuai",1
